Product Name,Colors,Pic Urls,Care Instructions
Slim-fit V-neck sweater in Merino wool,"Light Grey , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50375122_035_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit denim jacket with lasered artwork,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50449227_401_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Water-repellent down jacket with detachable embroidered hood,Black,"https://images.hugoboss.com/is/image/boss/hbeu50440079_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Reversible oversized down jacket in water-repellent fabric,Black,"https://images.hugoboss.com/is/image/boss/hbeu50440070_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Professional wet clean"
Cotton T-shirt with coastal graphic print,"Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50450898_405_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Recycled-fabric puffer gilet with reversed logo,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50449349_405_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Water-repellent parka with detachable logo key ring,Black,"https://images.hugoboss.com/is/image/boss/hbeu50446907_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean , Very mild professional wet clean"
Water-repellent hooded jacket with large-scale logo print,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50435052_402_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Recycled-fabric puffer jacket with reverse-logo patch,Orange,"https://images.hugoboss.com/is/image/boss/hbeu50449368_826_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Water-repellent down jacket with detachable sleeves and hood,Black,"https://images.hugoboss.com/is/image/boss/hbeu50440090_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Professional wet clean"
Crew-neck cotton-blend sweater with 3D ribbed accents,Light Blue,"https://images.hugoboss.com/is/image/boss/hbeu50378541_455_340?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Lightweight sweater in Italian cashmere,"Grey , Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50374410_030_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Regular-fit functional sweater in stretch cotton blend: 'ZelchiorProS17',"Blue , Black , White","https://images.hugoboss.com/is/image/boss/hbeu50328224_423_14?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Turtle-neck sweater in a Merino wool blend,"Black , Dark Grey , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50323570_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit V-neck sweater in Merino wool,"Dark Blue , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50375122_410_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-neck sweater in Merino wool,"Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50375135_410_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit water-repellent jacket in recycled fabric,Black,"https://images.hugoboss.com/is/image/boss/hbeu50440955_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Professional wet clean"
Turtle-neck sweater in a Merino wool blend,"Dark Blue , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50323570_410_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Asymmetric biker jacket in lamb leather,"Dark Brown , Black","https://images.hugoboss.com/is/image/boss/hbeu50448037_201_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Gentle chemical dry cleaning F"
Knitted sweater in cotton and linen with polo collar,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50423404_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Hybrid-neckline sweater in Italian virgin wool,"Dark Blue , Red","https://images.hugoboss.com/is/image/boss/hbeu50419143_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
V-neck sweater in pure cotton with logo embroidery,"Dark Blue , Dark Red , Black","https://images.hugoboss.com/is/image/boss/hbeu50420001_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Regular-fit knitted jacket with stand collar,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50417777_404_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
V-neck sweater in mulesing-free wool,"Grey , Blue , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50378576_030_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
"Regular-fit sweater in cotton, silk and wool",Dark Red,"https://images.hugoboss.com/is/image/boss/hbeu50417661_604_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Crew-neck sweater in virgin wool,"Dark Blue , Red , Dark Red , Light Blue , Light Blue , Dark Blue , Blue , Dark Blue , Light Green , Khaki , Dark Brown , Dark Brown , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50378575_402_110?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck knitted sweater in pure cotton,"Black , Dark Blue , Grey","https://images.hugoboss.com/is/image/boss/hbeu50419986_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Knitted sweater with V-shaped intarsia and reversible zip,"Dark Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50417765_604_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit sweater in cotton with cashmere,"Grey , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50431741_030_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Knitted cotton sweater with tube trims,"Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50379040_051_14?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit sweater in structured cotton and wool,Black,"https://images.hugoboss.com/is/image/boss/hbeu50419151_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Two-tone structured jacquard sweater in recycled yarn,"Dark Red , Purple , White","https://images.hugoboss.com/is/image/boss/hbeu50417800_604_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Crew-neck sweater in a cotton blend,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50379543_081_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Colour-block logo T-shirt in stretch-cotton jersey,"Dark Blue , Light Grey , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50447935_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Gold-tone-logo polo shirt in a slim fit,"Black , White","https://images.hugoboss.com/is/image/boss/hbeu50448654_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit sweater with structured front panel,"Black , Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50416972_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit cardigan in a cotton blend,"Black , Grey","https://images.hugoboss.com/is/image/boss/hbeu50416977_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Baseball-style jacket in ribbed cotton and virgin wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50423316_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Structured knit sweater in linen and cotton,Black,"https://images.hugoboss.com/is/image/boss/hbeu50423263_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Crew-neck sweater in cotton with chest logo,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50427348_426_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Slim-fit sweater in cotton with reverse-stitch details,"Red , Dark Blue , Khaki , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50418979_615_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Hooded jacket in hybrid materials with knitted details,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50417799_404_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit sweater in cotton with reverse-stitch details,"Dark Grey , Red , Dark Blue , Khaki","https://images.hugoboss.com/is/image/boss/hbeu50418979_011_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Striped sweater with chenille trims,"Dark Red , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50423770_604_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning F"
Cotton sweater with FC Bayern Munich badge,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50429433_031_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Regular-fit sweater in cotton and virgin wool,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50431710_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Regular-fit jacket in mixed-structure cotton,Black,"https://images.hugoboss.com/is/image/boss/hbeu50419077_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Regular-fit sweater in mouliné virgin wool,"Grey , Dark Purple","https://images.hugoboss.com/is/image/boss/hbeu50419130_062_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Pima-cotton relaxed-fit T-shirt with shark-jaw print,"Black , White","https://images.hugoboss.com/is/image/boss/hbeu50450923_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit polo shirt in stretch piqué with curved logo,"Black , Yellow , Pink , Red , Light Blue , Blue , Blue , Dark Blue , Light Blue , Dark Blue , Dark Blue , Green , Khaki , Dark Green , White , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50412675_015_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit shirt in Italian cotton with logo print,Red Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50451492_628_100?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Slim-fit polo shirt in washed cotton piqué,"Red , Red , Dark Red , Light Purple , Purple , Dark Purple , Turquoise , Light Blue , Light Blue , Light Blue , Turquoise , Turquoise , Blue , Blue , Blue , Dark Blue , Light Green , Light Green , Khaki , Light Beige , Light Brown , White , Light Grey , Light Grey , Light Grey , Grey , Dark Grey , Brown , Black , Orange , Yellow , Yellow , light pink , Dark pink , Red","https://images.hugoboss.com/is/image/boss/hbeu50378365_618_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Knitted sweater 'Guariono Modern Essential',"Dark Blue , Purple","https://images.hugoboss.com/is/image/boss/20_hbeu50242342_402_21?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Reflective slim-fit gilet with tonal logo patch,Light Grey,"https://images.hugoboss.com/is/image/boss/hbeu50445292_010_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Mild professional wet clean"
Pure new wool sweater 'Syver',Anthracite,"https://images.hugoboss.com/is/image/boss/20_hbeu50227010_012_21?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
New wool sweater 'Baker-B',"Black , Dark Red , Brown","https://images.hugoboss.com/is/image/boss/20_hbeu50247596_001_31?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
V-neck pullover 'Sagaro',"Anthracite , Dark Blue","https://images.hugoboss.com/is/image/boss/20_hbeu50234530_012_21?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Two-pack of performance T-shirts in S.Café® jersey,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50446125_960_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Blended cotton cardigan 'Sidone',Dark Blue,"https://images.hugoboss.com/is/image/boss/20_hbeu50218078_464_21?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Knit waistcoat 'Medrick' in merino wool,"Dark Red , Open Purple , Dark Blue","https://images.hugoboss.com/is/image/boss/20_hbeu50247612_606_31?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Stretch cotton cardigan 'Samiro',Green,"https://images.hugoboss.com/is/image/boss/20_hbeu50218008_311_21?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
New wool sweater 'Miles',"Open Beige , Grey","https://images.hugoboss.com/is/image/boss/20_hbeu50247617_288_31?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton sweater 'Sacorco',"Orange , Yellow","https://images.hugoboss.com/is/image/boss/20_hbeu50244006_810_21?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
New wool sweater 'Baker-B',"Brown , Dark Red , Black","https://images.hugoboss.com/is/image/boss/20_hbeu50247596_213_31?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton sweater 'Sacorco',"Yellow , Orange","https://images.hugoboss.com/is/image/boss/20_hbeu50244006_721_21?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Straight-fit formal trousers with silk trims,Black,"https://images.hugoboss.com/is/image/boss/hbeu50445874_001_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Easy-iron slim-fit shirt in cotton poplin,"White , Light Blue , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50451092_100_100?wid=462&qlt=80 , ","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
